tax_id	Org_name	GeneID	CurrentID	Status	Symbol	Aliases	description	other_designations	map_location	chromosome	genomic_nucleotide_accession.version	start_position_on_the_genomic_accession	end_position_on_the_genomic_accession	orientation	exon_count	OMIM	
86093	Lindenbergia philippensis	17675112	0	live	rbcL	W829_p037	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_022859.1	56612	58045	plus	0		
4529	Oryza rufipogon	12486633	0	live	rbcL	OrruC_p027	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_017835.1	54089	55522	plus	0		
3159	Pedinomonas minor	11541933	0	live	rbcL	PrmiC_p058	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_016733.1	58952	60379	minus	0		
110453	Rhynchoryza subulata	11540443	0	live	rbcL	RhsuP_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016718.1	55278	56711	plus	0		
524874	Phyllostachys propinqua	11539718	0	live	rbcL	PhprC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016699.1	56971	58404	plus	0		
196901	Leersia tisserantii	11538930	0	live	rbcL	LetiP_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016677.1	55432	56865	plus	0		
49266	Fucus vesiculosus	11542119	0	live	rbcL	FuveC_p045	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016735.1	48834	50300	plus	0		
37657	Silene latifolia	11541080	0	live	rbcL	SilaC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016730.1	54117	55544	plus	0		
39875	Silene conica	11540941	0	live	rbcL	SicoC_p024	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016729.1	41633	43060	minus	0		
39899	Silene noctiflora	11540798	0	live	rbcL	SinoC_p017	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_016728.1	29156	30583	minus	0		
42043	Silene vulgaris	11540695	0	live	rbcL	PHSUFM_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_016727.1	53756	55183	plus	0		
138017	Senegalia catechu	54785049	0	live	rbcL	HLQ20_pgp062	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_047594.1	58078	59505	plus	0		
152138	Primula bulleyana	54115814	0	live	rbcL	HGG59_pgp067	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_046947.1	54350	55777	plus	0		
690494	Primula helodoxa	54107731	0	live	rbcL	HGF99_pgp064	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_046771.1	54856	56283	plus	0		
166115	Primula beesiana	54107595	0	live	rbcL	HGG49_pgp063	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_046770.1	54349	55776	plus	0		
141753	Pleione formosana	40141036	0	live	rbcL	FDX81_pgp062	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_042197.1	57148	58611	plus	0		
111861	Balbiania investiens	40138847	0	live	rbcL	FDX96_pgp042	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_042171.1	145390	146856	plus	0		
209631	Acrochaetium secundatum	40138608	0	live	rbcL	FDY14_pgp042	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_042170.1	154097	155563	plus	0		
996148	Mankyua chejuensis	11945921	0	live	rbcL	MACHC_p041	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_017006.1	76370	77803	plus	0		
519533	Pentactina rupicola	11747663	0	live	rbcL	PeruC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016921.1	56613	58040	plus	0		
1436140	Ulnaria acus	11541662	0	live	rbcL	SYACC_pgp067	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_016731.1	54567	56039	plus	0		
55529	Guillardia theta	857003	0	live	rbcL	GuthCp046	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_000926.1	46294	47760	plus	0		
1184251	Thermogladius calderae 1633	13012650	0	live	rbcL	TCELL_RS01875, TCELL_0363	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_017954.1	337416	338750	plus	0		
13818	Adiantum capillus-veneris	807346	0	live	rbcL	AdcaCp032	RuBisCO large subunit	RuBisCO large subunit|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_004766.1	51894	53321	plus	0		
3350	Pinus thunbergii	809094	0	live	rbcL	PithCp065	RuBisCO large subunit	RuBisCO large subunit|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_001631.1	43046	44473	minus	0		
160070	Pseudendoclonium akinetum	4108797	0	live	rbcL	PsakCp020	RuBisCO large subunit	RuBisCO large subunit|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_008114.1	51934	55043	plus	0		
439481	Aciduliprofundum boonei T469	8828042	0	live	rbcL	ABOO_RS05470, Aboo_1084	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_013926.1	1039257	1040519	plus	0		
768672	Desulfurococcus amylolyticus DSM 16532	13061643	0	live	rbcL	DESFE_RS06270, Desfe_1247	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_018001.1	1183174	1184511	plus	0		
765177	Desulfurococcus mucosus DSM 2162	10153855	0	live	rbcL	DESMU_RS05810, Desmu_1141	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_014961.1	1104906	1106243	plus	0		
591019	Staphylothermus hellenicus DSM 12710	9234703	0	live	rbcL	SHELL_RS06935, Shell_1412	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_014205.1	1361363	1362694	plus	0		
633148	Thermosphaera aggregans DSM 11486	9165923	0	live	rbcL	TAGG_RS04490, Tagg_0906	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_014160.1	857559	858896	minus	0		
523850	Thermococcus onnurineus NA1	7018257	0	live	rbcL	TON_RS06250, TON_1234	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_011529.1	1125429	1126763	minus	0		
399550	Staphylothermus marinus F1	4906732	0	live	rbcL	SMAR_RS05435, Smar_1051	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_009033.1	1018390	1019721	minus	0		
415426	Hyperthermus butylicus DSM 5456	4781477	0	live	rbcL	HBUT_RS02620, Hbut_0503	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_008818.1	484308	485633	minus	0		
2209	Methanosarcina mazei	44085495	0	live	rbcL	FQU78_RS00240, FQU78_00245	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
523849	Thermococcus litoralis DSM 5473	16549611	0	live	rbcL	OCC_RS06080, OCC_12446	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_022084.1	1113806	1115140	plus	0		
387631	Archaeoglobus sulfaticallidus PM70-1	15393614	0	live	rbcL	ASULF_RS09630, Asulf_01980	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_021169.1	1789647	1790891	plus	0		
593750	Methanoregula formicica SMSP	14309573	0	live	rbcL	METFOR_RS10670, Metfor_2181	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_019943.1	2139359	2140651	minus	0		
391623	Thermococcus barophilus MP	10041136	0	live	rbcL	TERMP_RS04080, TERMP_00818	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_014804.1	710009	711343	minus	0		
589924	Ferroglobus placidus DSM 10642	8779026	0	live	rbcL	FERP_RS07490, Ferp_1506	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_013849.1	1293731	1295062	plus	0		
485914	Halomicrobium mukohataei DSM 12286	8412317	0	live	rbcL	HMUK_RS13410, Hmuk_2766	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_013202.1	2657520	2658791	minus	0		
368407	Methanoculleus marisnigri JR1	4848035	0	live	rbcL	MEMAR_RS06500, Memar_1325	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_009051.1	1312736	1314028	minus	0		
192952	Methanosarcina mazei Go1	1479591	0	live	rbcL	MM_RS06460, MM_1249	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_003901.1	1480214	1481500	minus	0		
37425	Takakia lepidozioides	26522758	0	live	rbcL	AU121_gp057	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_028738.1	73783	75210	plus	0		
3088	Tetradesmus obliquus	4099835	0	live	rbcL	ScobCp035	RuBisCO large subunit	RuBisCO large subunit|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_008101.1	62496	63923	minus	0		
204586	Alsophila spinulosa	7996793	0	live	rbcL	AlspC_p033	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_012818.1	55046	56473	plus	0		
48387	Anthoceros angustus	2553411	0	live	rbcL	AnfoCp036	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_004543.1	72912	74339	plus	0		
54799	Cycas taitungensis	5309485	0	live	rbcL	CYtaCp043	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_009618.1	59064	60491	plus	0		
4733	Typha latifolia	8774503	0	live	rbcL	TylaC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_013823.1	58768	60201	plus	0		
3144	Chlorokybus atmophyticus	4783297	0	live	rbcL	ChatCp089	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_008822.1	105906	107333	plus	0		
55999	Stigeoclonium helveticum	4308347	0	live	rbcL	StheCp006	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_008372.1	80456	80522	plus	0		
55999	Stigeoclonium helveticum	4308347	0	live	rbcL	StheCp006	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_008372.1	23027	23079	plus	0		
55999	Stigeoclonium helveticum	4308347	0	live	rbcL	StheCp006	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_008372.1	188552	189859	minus	0		
4536	Oryza nivara	2885957	0	live	rbcL	OrniCp032	RuBisCO large subunit	RuBisCO large subunit|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_005973.1	54030	55463	plus	0		
2790029	Halomicrobium sp. ZPS1	42177497	0	live	rbcL	GBQ70_RS01130, GBQ70_01130	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
57705	Halomicrobium mukohataei	39880761	0	live	rbcL	E5139_RS01130, E5139_01130	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
55802	Thermococcus barophilus	26136270	0	live	rbcL	TBCH5v1_RS04835, TBCH5v1_1001	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
1434113	Methanosarcina mazei C16	24879917	0	live	rbcL	MSMAC_RS00355, MSMAC_0063	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
1434114	Methanosarcina mazei LYC	24876201	0	live	rbcL	MSMAL_RS00355, MSMAL_0066	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
1434115	Methanosarcina mazei SarPi	24863159	0	live	rbcL	MSMAP_RS00360, MSMAP_0065	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
213585	Methanosarcina mazei S-6	24837646	0	live	rbcL	MSMAS_RS00355, MSMAS_0064	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
1434109	Methanosarcina barkeri str. Wiesmoor	24821488	0	live	rbcL	MSBRW_RS00530, MSBRW_0096	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase									
673860	Aciduliprofundum sp. MAR08-339	14306529	0	live	rbcL	ACIM339_RS06785, AciM339_1392	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_019942.1	1267975	1269237	plus	0		
1201294	Methanoculleus bourgensis MS2	13354056	0	live	rbcL	BN140_RS10770, BN140_2166	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase		I	NC_018227.2	2261357	2262649	plus	0		
163003	Thermococcus cleftensis	13037891	0	live	rbcL	CL1_RS07720, CL1_1487	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_018015.1	1431424	1432758	plus	0		
1042877	Thermococcus sp. 4557	11016580	0	live	rbcL	GQS_RS09520, GQS_09490	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_015865.1	1790529	1791863	plus	0		
880724	Methanotorris igneus Kol 5	10644143	0	live	rbcL	METIG_RS06440, Metig_1280	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_015562.1	1289756	1291033	minus	0		
693661	Archaeoglobus veneficus SNP6	10393889	0	live	rbcL	ARCVE_RS03860, Arcve_0786	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_015320.1	673069	674316	minus	0		
644295	Methanohalobium evestigatum Z-7303	9346544	0	live	rbcL	METEV_RS04530, Metev_0915	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_014253.1	874137	875417	minus	0		
579137	Methanocaldococcus vulcanius M7	8513321	0	live	rbcL	METVU_RS04805, Metvu_0984	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_013407.1	968553	969830	minus	0		
573064	Methanocaldococcus fervens AG86	8366021	0	live	rbcL	MEFER_RS06695, Mefer_1318	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_013156.1	1243967	1245244	plus	0		
456442	Methanoregula boonei 6A8	5411265	0	live	rbcL	MBOO_RS05780, Mboo_1105	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_009712.1	1101010	1102302	plus	0		
368408	Thermofilum pendens Hrk 5	4601724	0	live	rbcL	TPEN_RS06295, Tpen_1227	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_008698.1	1164846	1166177	plus	0		
269797	Methanosarcina barkeri str. Fusaro	3625947	0	live	rbcL	MBAR_RS04850, Mbar_A0902	type III ribulose-bisphosphate carboxylase	type III ribulose-bisphosphate carboxylase			NC_007355.1	1089041	1090327	minus	0		
141716	Monomastix sp. OKE-1	7441135	0	live	rbcL	MoOKC_p010	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_012101.1	20417	21844	plus	0		
482429	Oenothera parviflora	5955425	0	live	rbcL	OepaCp004	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010362.1	7025	8452	minus	0		
482428	Oenothera glazioviana	5955230	0	live	rbcL	OeglCp004	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010360.2	7243	8670	minus	0		
3942	Oenothera biennis	5952063	0	live	rbcL	OebiCp004	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010361.1	7301	8728	minus	0		
3940	Oenothera argillicola	5951906	0	live	rbcL	OearCp004	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010358.2	6779	8206	minus	0		
4236	Lactuca sativa	3772894	0	live	rbcL	LasaCp029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_007578.1	55064	56497	plus	0		
4113	Solanum tuberosum	4099985	0	live	rbcL	SotuCp029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_008096.2	56531	57964	plus	0		
112509	Hordeum vulgare subsp. vulgare	4525187	0	live	rbcL	HvsvCp030	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_008590.1	54939	56378	plus	0		
35935	Parthenium argentatum	8655821	0	live	rbcL	PaarC_p027	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_013553.1	55303	56760	plus	0		
3880	Medicago truncatula	5333101	0	live	rbcL	MetrCp074	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_003119.8	117623	119050	plus	0		
4146	Olea europaea	8690372	0	live	rbcL	OleuC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_013707.2	57331	58758	plus	0		
280810	Aneura mirabilis	5952225	0	live	rbcL	AnmiCp035	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010359.1	52514	53941	plus	0		
227086	Bigelowiella natans	4353018	0	live	rbcL	BinaPp46	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_008408.1	49858	51285	plus	0		
51328	Floydiella terrestris	9481809	0	live	rbcL	FlteC_p021	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_014346.1	187159	188045	plus	0		
51328	Floydiella terrestris	9481809	0	live	rbcL	FlteC_p021	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_014346.1	167429	170407	minus	0		
51328	Floydiella terrestris	9481809	0	live	rbcL	FlteC_p021	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_014346.1	352420	356860	minus	0		
141207	Oncidium hybrid cultivar	9072971	0	live	rbcL	OngoraC_p028	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_014056.1	53542	54984	plus	0		
222885	Bryopsis hypnoides	8463163	0	live	rbcL	BrhyC_p009	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_013359.1	21885	25781	minus	0		
38588	Syntrichia ruralis	7411592	0	live	rbcL	Syruc_p035	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_012052.1	25411	26838	minus	0		
3900	Trifolium subterraneum	7256651	0	live	rbcL	TrsuC_p069	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_011828.1	133585	135012	plus	0		
4606	Festuca arundinacea	7095403	0	live	rbcL	FearC_p028	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_011713.2	54780	56243	plus	0		
3827	Cicer arietinum	6797517	0	live	rbcL	CiarC_p003	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_011163.1	5003	6430	minus	0		
3377	Welwitschia mirabilis	6276201	0	live	rbcL	WemiC_p027	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_010654.1	42893	44320	plus	0		
28494	Trachelium caeruleum	6155969	0	live	rbcL	TrCaCp051	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_010442.1	60576	62003	minus	0		
38684	Anomochloa marantoidea	9073261	0	live	rbcL	AnmaCp030	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_014062.1	56521	57954	plus	0		
42345	Phoenix dactylifera	8890518	0	live	rbcL	PhdaC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_013991.2	56909	58363	plus	0		
157791	Vigna radiata	8774904	0	live	rbcL	Vrkps_p006	ribulose bisophosphate carboxylase				NC_013843.1	8215	9642	minus	0		
2898	Cryptomonas paramecium	8715156	0	live	rbcL	CRPAC_p003	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_013703.1	2064	3530	plus	0		
93213	Megaleranthis saniculifolia	7802781	0	live	rbcL	MesaC_p029	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit				NC_012615.1	59424	60851	plus	0		
55995	Oedogonium cardiacum	6440113	0	live	rbcL	OecaC_p088	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_011031.1	172308	173735	plus	0		
55995	Oedogonium cardiacum	6440039	0	live	rbcL	OecaC_p054	large subunit of Rubisco	large subunit of Rubisco|ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_011031.1	103176	104603	minus	0		
15368	Brachypodium distachyon	6439897	0	live	rbcL	BrdiC_p033	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit	ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit			NC_011032.1	54293	55723	plus	0		
